Va,Vb,Vc,Ia,Ib,Ic,fault_type,cascade_severity,sections_affected,blackout_risk
1.5,475.3,-480.5,4111.6,4079.1,4045.1,LLL,4,4,1
-7.9,9503.8,-9533.6,2516.8,536.0,493.7,LG,1,1,0
2.5,963.4,-9492.7,3062.9,2403.9,508.0,LLG,3,3,0
0.6,95.9,-94.1,5083.5,5084.6,5033.7,LLLG,5,5,1
-8.5,9471.5,-9612.0,513.5,467.8,477.2,NO,0,0,0
2.9,9465.8,-9492.2,2442.0,489.1,525.1,LG,1,1,0
4.5,477.1,-475.9,3985.0,3647.6,3969.2,LLL,4,4,1
-1.7,947.4,-9551.4,2938.3,2627.0,513.2,LLG,3,3,0
-28.7,9431.5,-9572.5,490.6,497.0,494.4,NO,0,0,0
136.6,9595.5,-9508.3,514.9,468.2,465.8,NO,0,0,0
-1.5,2838.0,-9504.5,1976.0,2000.9,519.2,LL,2,2,0
1.4,473.8,-468.8,4061.4,3809.1,4112.9,LLL,4,4,1
63.3,9516.2,-9488.4,478.4,490.9,503.7,NO,0,0,0
-35.7,9485.3,-9596.1,480.5,480.9,487.4,NO,0,0,0
22.5,9528.7,-9520.7,508.8,526.6,505.1,NO,0,0,0
-5.2,9530.4,-9534.8,2518.2,500.6,490.3,LG,1,1,0
-1.3,479.4,-473.8,4071.1,4061.6,3962.7,LLL,4,4,1
28.3,2883.1,-9576.2,2101.1,2037.4,475.6,LL,2,2,0
6.9,952.0,-9489.4,2948.4,2526.4,527.6,LLG,3,3,0
0.7,473.4,-474.3,4170.4,4143.2,4141.4,LLL,4,4,1
5.2,9547.5,-9534.9,495.9,500.2,528.6,NO,0,0,0
12.0,9492.2,-9548.3,519.9,549.2,448.0,NO,0,0,0
9.4,955.1,-9496.7,3002.3,2536.4,541.9,LLG,3,3,0
41.4,9583.1,-9479.3,481.8,515.8,518.3,NO,0,0,0
-3.8,477.7,-476.6,4145.8,3873.2,4023.2,LLL,4,4,1
-1.6,9510.7,-9513.6,2471.3,500.3,490.6,LG,1,1,0
0.4,94.5,-95.2,5071.6,4770.9,4722.5,LLLG,5,5,1
1.0,957.9,-9457.5,2884.3,2444.7,528.0,LLG,3,3,0
-1.2,472.4,-477.6,4053.5,3972.5,4144.8,LLL,4,4,1
-60.0,9613.1,-9642.0,499.7,498.2,472.1,NO,0,0,0
0.4,95.3,-94.9,4949.8,4869.3,4924.0,LLLG,5,5,1
29.5,9570.8,-9527.1,520.6,492.2,509.5,NO,0,0,0
-21.1,9679.3,-9557.6,499.6,487.1,507.8,NO,0,0,0
-0.3,95.1,-95.2,4805.1,5114.3,4852.9,LLLG,5,5,1
-0.7,959.1,-9562.8,2961.1,2531.9,480.9,LLG,3,3,0
-4.8,9531.3,-9489.5,2557.9,498.8,517.4,LG,1,1,0
0.4,95.0,-95.8,4898.8,4943.5,5108.4,LLLG,5,5,1
-58.7,9534.3,-9430.1,494.9,494.5,488.2,NO,0,0,0
-22.3,9445.2,-9516.1,497.4,511.3,510.9,NO,0,0,0
0.2,9582.4,-9480.8,2460.6,507.7,493.1,LG,1,1,0
-22.5,9532.3,-9579.6,512.0,536.5,496.3,NO,0,0,0
-6.3,9486.8,-9513.1,2420.1,537.2,491.9,LG,1,1,0
-1.2,946.4,-9485.1,2972.6,2441.6,504.5,LLG,3,3,0
1.2,477.6,-477.9,4246.7,3966.5,4007.0,LLL,4,4,1
-56.4,9541.9,-9498.5,509.1,526.8,495.5,NO,0,0,0
0.7,9565.8,-9536.5,2536.0,489.3,470.7,LG,1,1,0
1.1,2881.6,-9540.2,2008.8,1942.7,499.1,LL,2,2,0
18.0,2858.4,-9429.0,1954.5,2196.3,470.4,LL,2,2,0
-4.3,2875.0,-9485.3,1997.7,1942.5,528.9,LL,2,2,0
-9.3,951.2,-9524.1,3072.4,2541.3,512.3,LLG,3,3,0
-7.5,9452.4,-9478.2,523.8,451.2,503.0,NO,0,0,0
-15.6,9487.3,-9495.1,525.5,487.8,518.1,NO,0,0,0
-16.5,2855.2,-9553.2,1999.1,1791.3,496.8,LL,2,2,0
16.1,9474.2,-9589.4,474.5,488.4,509.9,NO,0,0,0
-0.3,95.6,-95.2,4756.9,4918.2,5147.9,LLLG,5,5,1
102.5,9480.6,-9596.5,529.3,515.1,521.5,NO,0,0,0
-48.9,9458.9,-9466.9,503.1,505.0,504.8,NO,0,0,0
0.9,957.2,-9591.5,3053.5,2568.7,476.0,LLG,3,3,0
44.7,9512.2,-9509.1,496.0,509.1,519.3,NO,0,0,0
-4.6,9492.1,-9506.2,2442.6,495.5,484.8,LG,1,1,0
43.1,9448.0,-9584.4,500.4,454.1,481.8,NO,0,0,0
-2.8,956.4,-9462.3,2957.6,2406.0,497.6,LLG,3,3,0
-56.7,9542.4,-9524.1,500.6,495.0,512.5,NO,0,0,0
28.0,9548.4,-9556.8,495.1,490.5,504.5,NO,0,0,0
1.9,9501.8,-9582.4,476.0,527.0,506.6,NO,0,0,0
22.2,9533.1,-9572.6,550.4,508.2,506.2,NO,0,0,0
33.1,9522.1,-9561.1,521.9,481.2,468.5,NO,0,0,0
5.5,2841.8,-9535.3,1869.4,1936.7,507.7,LL,2,2,0
3.8,9560.6,-9578.4,2450.3,494.1,526.8,LG,1,1,0
2.8,952.6,-9531.8,2735.1,2539.2,497.6,LLG,3,3,0
70.4,9531.0,-9602.9,462.7,473.0,493.1,NO,0,0,0
-1.9,473.2,-474.7,4039.0,3904.8,3983.2,LLL,4,4,1
42.2,9635.3,-9542.6,527.8,557.3,537.9,NO,0,0,0
-1.0,9538.0,-9504.9,2482.8,496.5,503.7,LG,1,1,0
10.3,9556.8,-9534.0,2440.1,493.9,480.1,LG,1,1,0
-4.3,9516.6,-9522.6,2455.0,488.8,519.1,LG,1,1,0
-1.2,474.7,-479.4,3988.5,3631.0,3901.9,LLL,4,4,1
3.4,476.5,-473.6,4276.5,4143.7,3877.4,LLL,4,4,1
3.3,9463.3,-9463.3,2550.9,515.9,491.4,LG,1,1,0
-3.3,2840.9,-9528.0,2087.6,2119.6,532.3,LL,2,2,0
3.5,475.2,-474.6,4263.8,3952.7,3785.4,LLL,4,4,1
-1.9,953.6,-9556.6,2918.0,2435.3,502.2,LLG,3,3,0
-0.5,94.6,-95.5,4958.5,4960.9,4658.2,LLLG,5,5,1
-0.5,479.9,-472.3,3841.6,3836.6,3961.1,LLL,4,4,1
15.8,9609.4,-9447.7,488.7,519.6,489.4,NO,0,0,0
-6.7,954.8,-9544.3,2924.8,2434.3,509.7,LLG,3,3,0
5.1,952.4,-9580.7,3001.1,2504.4,508.0,LLG,3,3,0
0.0,95.7,-96.3,5129.0,5113.4,5069.8,LLLG,5,5,1
-0.7,2867.0,-9576.3,1858.3,2012.1,505.9,LL,2,2,0
29.2,9622.8,-9510.3,498.9,538.4,481.1,NO,0,0,0
3.5,9545.9,-9485.7,501.0,482.3,537.8,NO,0,0,0
-3.0,480.7,-480.7,3898.4,3986.7,3917.2,LLL,4,4,1
4.2,2851.3,-9516.1,1903.7,1975.3,460.7,LL,2,2,0
6.4,9531.1,-9463.3,520.0,495.2,523.7,NO,0,0,0
0.4,95.9,-95.7,5073.6,5454.7,5057.1,LLLG,5,5,1
-0.6,95.4,-95.7,4970.6,5380.1,4841.8,LLLG,5,5,1
-0.3,94.6,-94.8,5129.4,4896.9,5138.1,LLLG,5,5,1
1.3,958.2,-9541.8,3125.4,2551.5,499.0,LLG,3,3,0
1.2,9515.3,-9570.5,504.6,481.5,530.9,NO,0,0,0
-10.5,956.2,-9570.5,3176.0,2430.2,486.8,LLG,3,3,0
57.8,9409.1,-9538.7,506.3,457.9,495.6,NO,0,0,0
3.4,470.6,-478.7,3893.7,4063.8,3825.9,LLL,4,4,1
-20.6,9552.1,-9568.9,507.8,502.2,502.1,NO,0,0,0
-1.0,95.5,-96.0,4949.5,4898.6,5042.6,LLLG,5,5,1
0.2,95.6,-95.6,5041.3,4957.2,4779.6,LLLG,5,5,1
4.5,953.9,-9472.6,3090.0,2343.1,501.0,LLG,3,3,0
-22.5,9548.8,-9481.3,513.6,508.6,502.9,NO,0,0,0
-0.4,955.5,-9534.6,2974.2,2363.5,503.3,LLG,3,3,0
-7.7,2859.0,-9541.6,2118.4,2043.0,537.8,LL,2,2,0
-10.7,9483.5,-9529.6,507.7,511.6,478.9,NO,0,0,0
-6.8,943.7,-9568.2,3209.5,2554.3,518.7,LLG,3,3,0
4.8,479.6,-476.7,4129.3,4054.1,4070.7,LLL,4,4,1
-6.4,2855.5,-9537.2,1881.9,2054.3,477.3,LL,2,2,0
-22.0,9460.9,-9600.4,505.9,510.7,506.7,NO,0,0,0
-0.5,95.8,-94.3,5081.9,5204.8,5302.3,LLLG,5,5,1
-29.9,9496.7,-9609.9,469.6,474.4,529.3,NO,0,0,0
3.6,476.2,-477.7,3949.9,4069.9,4069.5,LLL,4,4,1
-8.0,955.6,-9491.7,3106.7,2680.5,476.7,LLG,3,3,0
-0.3,477.1,-476.3,3827.2,3896.7,4115.1,LLL,4,4,1
-1.1,95.3,-95.0,5305.8,5055.1,4922.4,LLLG,5,5,1
20.8,9480.8,-9546.9,515.7,522.8,505.1,NO,0,0,0
-95.1,9591.4,-9557.6,501.7,479.6,474.1,NO,0,0,0
0.5,94.9,-96.0,5229.0,5382.7,5135.3,LLLG,5,5,1
-1.6,2880.5,-9547.3,1895.1,1991.6,504.7,LL,2,2,0
3.0,470.1,-476.5,4340.0,4099.9,3916.6,LLL,4,4,1
1.6,474.8,-477.5,4239.3,3972.4,4022.0,LLL,4,4,1
-0.8,476.6,-476.4,3900.2,3798.1,4486.0,LLL,4,4,1
-0.7,475.8,-476.3,3863.7,4087.6,3959.5,LLL,4,4,1
76.7,9521.5,-9492.7,481.7,496.6,491.7,NO,0,0,0
-3.5,958.0,-9553.4,2911.4,2515.6,510.0,LLG,3,3,0
-6.9,9510.1,-9587.3,521.0,472.9,508.4,NO,0,0,0
-5.1,950.1,-9515.0,3171.7,2328.9,486.9,LLG,3,3,0
-4.9,943.0,-9476.8,2965.8,2375.3,501.5,LLG,3,3,0
20.8,2854.6,-9542.5,2155.8,1994.3,484.3,LL,2,2,0
-1.1,479.6,-478.1,4210.3,3795.3,4040.1,LLL,4,4,1
0.2,95.1,-95.4,4978.6,4897.5,4847.4,LLLG,5,5,1
-2.4,955.9,-9479.0,2911.2,2397.1,486.1,LLG,3,3,0
17.5,9574.7,-9552.2,516.7,482.8,498.7,NO,0,0,0
1.4,9506.2,-9566.7,2518.2,458.6,499.3,LG,1,1,0
-32.4,9533.5,-9585.3,470.3,500.3,532.8,NO,0,0,0
-0.5,94.9,-95.0,5541.2,4829.6,4826.1,LLLG,5,5,1
-0.3,95.0,-95.3,4819.1,5128.9,5087.9,LLLG,5,5,1
6.4,951.2,-9536.2,3023.2,2346.1,490.5,LLG,3,3,0
-32.3,9452.0,-9577.4,498.9,493.4,475.1,NO,0,0,0
3.8,477.0,-470.2,4010.1,3554.8,4099.3,LLL,4,4,1
78.5,9475.3,-9478.9,497.5,494.8,491.8,NO,0,0,0
14.6,9552.2,-9571.4,493.3,489.5,485.8,NO,0,0,0
0.2,95.0,-95.0,5048.3,4719.9,4852.8,LLLG,5,5,1
-2.9,957.3,-9533.1,3181.3,2436.7,513.0,LLG,3,3,0
0.5,95.2,-95.7,5557.4,4914.9,5090.4,LLLG,5,5,1
0.3,94.6,-95.4,5243.4,5048.4,5155.1,LLLG,5,5,1
2.7,9574.2,-9565.3,2706.1,474.3,516.8,LG,1,1,0
3.7,9550.5,-9495.7,502.4,506.2,531.5,NO,0,0,0
8.8,9594.4,-9516.1,510.3,510.4,471.1,NO,0,0,0
-1.0,470.8,-476.6,3853.7,4221.4,3668.4,LLL,4,4,1
49.4,9486.3,-9623.0,515.6,519.0,469.2,NO,0,0,0
-0.2,96.0,-94.7,4813.1,5217.1,5129.7,LLLG,5,5,1
60.7,9507.5,-9537.8,507.1,490.0,508.1,NO,0,0,0
22.7,9420.9,-9503.4,500.6,474.8,442.6,NO,0,0,0
-7.1,9599.3,-9538.9,2484.7,482.3,488.6,LG,1,1,0
-14.3,946.7,-9478.2,2851.0,2558.0,486.9,LLG,3,3,0
-1.7,946.5,-9476.4,3007.1,2549.3,479.3,LLG,3,3,0
-48.0,9466.7,-9487.4,509.0,502.7,526.9,NO,0,0,0
-2.9,475.9,-473.6,4072.8,4165.2,4030.2,LLL,4,4,1
7.8,9521.0,-9442.4,485.0,533.4,505.9,NO,0,0,0
-0.4,476.1,-475.5,4125.3,3828.8,3766.9,LLL,4,4,1
1.0,476.1,-478.9,3776.1,3847.4,4103.9,LLL,4,4,1
8.6,937.5,-9497.4,3259.4,2622.4,536.1,LLG,3,3,0
-20.1,9508.8,-9497.8,517.5,472.9,489.0,NO,0,0,0
-22.5,2884.3,-9526.8,2035.6,1878.7,511.6,LL,2,2,0
-1.7,478.9,-476.1,4098.8,4081.5,4135.9,LLL,4,4,1
-7.0,2844.9,-9486.5,1925.0,1978.0,537.8,LL,2,2,0
1.3,9533.7,-9548.1,2751.8,497.2,492.4,LG,1,1,0
-47.2,9449.3,-9556.8,509.9,522.6,512.3,NO,0,0,0
-29.2,9503.7,-9538.7,481.7,484.6,534.8,NO,0,0,0
106.8,9423.5,-9504.9,504.1,480.9,521.7,NO,0,0,0
-38.5,9549.5,-9561.9,457.1,498.9,499.5,NO,0,0,0
7.2,9546.8,-9568.0,529.1,497.0,471.9,NO,0,0,0
11.7,9459.2,-9599.2,2642.1,490.2,485.0,LG,1,1,0
2.4,2845.3,-9462.0,1933.9,1921.1,529.4,LL,2,2,0
66.4,9617.8,-9528.6,471.7,497.0,488.1,NO,0,0,0
6.1,953.5,-9523.9,3069.5,2514.6,513.9,LLG,3,3,0
-0.9,94.3,-95.5,5178.6,5143.2,4949.4,LLLG,5,5,1
43.3,9550.4,-9562.2,491.2,490.7,501.8,NO,0,0,0
62.0,9573.0,-9557.4,509.4,476.2,488.8,NO,0,0,0
9.8,957.1,-9595.4,2786.8,2427.7,498.3,LLG,3,3,0
7.1,2869.6,-9560.9,1993.1,2052.3,487.8,LL,2,2,0
10.5,9470.4,-9598.6,2508.6,493.3,480.2,LG,1,1,0
1.6,948.4,-9556.4,2859.1,2487.5,478.1,LLG,3,3,0
12.4,2857.5,-9515.7,2044.8,2067.1,506.4,LL,2,2,0
1.0,962.7,-9519.9,2999.5,2565.4,489.4,LLG,3,3,0
-3.8,479.2,-477.6,4085.4,3904.8,4193.1,LLL,4,4,1
-2.7,472.1,-479.3,4248.2,3816.9,3901.6,LLL,4,4,1
0.8,474.7,-477.1,4099.6,4023.5,4021.2,LLL,4,4,1
-3.4,9607.7,-9453.8,477.1,490.5,514.5,NO,0,0,0
0.8,95.1,-95.5,5127.3,5010.2,5424.3,LLLG,5,5,1
-1.3,9531.2,-9497.7,498.2,500.0,486.6,NO,0,0,0
92.5,9540.0,-9497.6,491.3,469.0,496.2,NO,0,0,0
68.0,9545.5,-9544.4,508.3,504.4,498.7,NO,0,0,0
1.2,948.3,-9509.4,3012.0,2435.6,524.6,LLG,3,3,0
-7.2,2856.2,-9388.1,1999.1,1977.5,528.8,LL,2,2,0
2.0,9494.8,-9512.2,506.9,527.9,462.7,NO,0,0,0
-2.8,960.0,-9535.9,3125.3,2460.9,486.2,LLG,3,3,0
29.5,9541.2,-9496.3,458.3,494.6,492.6,NO,0,0,0
0.5,482.7,-476.7,3886.9,4303.6,3766.9,LLL,4,4,1
-43.5,9451.2,-9566.5,498.4,529.8,493.9,NO,0,0,0
-63.7,9584.3,-9554.3,499.9,455.5,515.9,NO,0,0,0
2.0,475.2,-473.9,4063.9,4183.4,4136.7,LLL,4,4,1
1.0,481.2,-475.3,3897.9,4188.6,4139.9,LLL,4,4,1
-2.4,2851.9,-9466.4,1971.8,2093.7,524.9,LL,2,2,0
4.9,948.7,-9438.5,3014.9,2573.8,511.9,LLG,3,3,0
-2.4,480.3,-477.6,4017.1,4073.0,3997.9,LLL,4,4,1
-1.2,9459.7,-9523.9,2294.6,479.7,489.0,LG,1,1,0
-2.0,9455.6,-9452.2,2419.1,545.2,481.1,LG,1,1,0
-2.9,480.7,-478.8,3962.0,3980.2,3980.1,LLL,4,4,1
-11.3,2842.4,-9543.6,2091.6,2071.4,492.2,LL,2,2,0
-30.2,9505.0,-9612.8,492.8,541.2,510.0,NO,0,0,0
-4.6,479.0,-479.9,4204.9,3750.1,4102.9,LLL,4,4,1
0.9,95.7,-94.8,5165.0,5027.9,4703.8,LLLG,5,5,1
1.9,9493.5,-9446.4,2704.2,508.4,496.4,LG,1,1,0
-0.6,96.1,-95.1,4702.1,5192.7,5174.3,LLLG,5,5,1
0.6,94.8,-95.5,4579.3,5235.9,4951.7,LLLG,5,5,1
3.9,475.3,-475.7,3862.9,3865.9,4111.6,LLL,4,4,1
-2.1,476.9,-479.4,3829.5,4168.1,4033.8,LLL,4,4,1
1.1,2859.9,-9484.1,1993.4,1956.0,496.7,LL,2,2,0
3.5,476.2,-476.7,4047.9,3895.3,4118.5,LLL,4,4,1
-31.6,9473.6,-9496.5,517.4,532.7,542.1,NO,0,0,0
8.1,9375.3,-9523.5,2567.3,489.5,492.3,LG,1,1,0
1.2,478.7,-478.1,4104.1,4029.9,3669.9,LLL,4,4,1
-6.4,2885.4,-9511.6,2025.2,1955.5,520.8,LL,2,2,0
-2.2,476.8,-472.8,4047.1,4027.9,4143.7,LLL,4,4,1
-77.2,9591.3,-9510.3,500.1,495.1,484.1,NO,0,0,0
4.7,9495.5,-9608.2,2561.2,465.3,477.1,LG,1,1,0
42.0,9608.1,-9364.5,499.8,519.2,500.0,NO,0,0,0
-0.2,95.2,-94.4,4973.6,4935.9,4760.2,LLLG,5,5,1
1.3,9556.2,-9556.6,2403.4,483.8,528.6,LG,1,1,0
11.4,2872.1,-9403.2,1907.1,1984.7,498.4,LL,2,2,0
3.5,946.3,-9571.0,2984.4,2469.0,505.5,LLG,3,3,0
-6.2,953.5,-9498.9,2804.5,2467.5,472.9,LLG,3,3,0
2.2,9510.8,-9544.0,2299.4,474.4,470.5,LG,1,1,0
0.2,9538.5,-9539.5,2485.6,508.0,501.0,LG,1,1,0
-6.4,9591.3,-9486.3,2503.9,495.7,498.3,LG,1,1,0
0.8,478.1,-478.2,3978.5,4274.3,4117.6,LLL,4,4,1
-0.6,474.8,-476.2,4033.6,4063.2,4196.6,LLL,4,4,1
5.2,950.7,-9505.0,3064.4,2487.1,531.0,LLG,3,3,0
5.5,955.5,-9578.3,3079.7,2593.0,517.2,LLG,3,3,0
14.3,9484.4,-9531.7,468.7,494.7,521.1,NO,0,0,0
107.2,9562.1,-9533.7,513.5,519.0,498.8,NO,0,0,0
-8.9,2846.6,-9519.2,1902.8,2082.5,525.6,LL,2,2,0
30.3,9586.1,-9488.7,539.8,486.9,505.7,NO,0,0,0
1.0,95.1,-95.4,4913.1,4805.7,4608.9,LLLG,5,5,1
-30.5,9514.8,-9642.7,505.9,515.5,524.5,NO,0,0,0
-0.7,473.4,-477.5,4024.0,3823.1,3890.2,LLL,4,4,1
4.3,964.3,-9541.6,2765.2,2484.4,517.8,LLG,3,3,0
-5.7,475.8,-473.9,4270.7,3955.8,4069.7,LLL,4,4,1
-4.0,957.2,-9510.6,3006.5,2654.4,526.7,LLG,3,3,0
-9.7,2835.2,-9562.7,1914.6,1981.8,521.9,LL,2,2,0
0.1,2852.5,-9471.1,1936.1,2166.1,504.6,LL,2,2,0
-10.9,2856.0,-9477.2,2065.4,2027.5,480.6,LL,2,2,0
10.7,2850.0,-9502.7,2056.9,1932.7,470.1,LL,2,2,0
-1.7,474.8,-476.1,3789.3,3911.3,4135.3,LLL,4,4,1
41.1,2853.9,-9491.5,2035.1,2058.8,497.4,LL,2,2,0
-52.0,9633.9,-9483.2,473.1,512.5,519.0,NO,0,0,0
-48.0,9606.7,-9564.7,507.7,486.4,517.3,NO,0,0,0
-0.1,94.7,-95.5,5226.2,5306.9,4957.6,LLLG,5,5,1
63.7,9513.8,-9530.4,477.0,523.8,492.7,NO,0,0,0
8.4,2840.9,-9576.6,1957.9,1975.3,527.1,LL,2,2,0
-26.1,9479.2,-9522.2,496.9,505.4,508.1,NO,0,0,0
-1.0,94.7,-94.9,5104.5,5036.2,5126.4,LLLG,5,5,1
15.4,9493.4,-9499.6,511.1,486.7,501.5,NO,0,0,0
-2.3,477.6,-479.7,4025.2,4209.8,4327.2,LLL,4,4,1
-93.9,9517.0,-9449.3,454.4,555.7,495.8,NO,0,0,0
0.2,95.2,-94.8,4809.5,4964.5,4704.6,LLLG,5,5,1
-0.9,9486.9,-9512.9,2456.3,510.2,482.8,LG,1,1,0
-1.9,9435.1,-9544.1,489.6,508.9,459.1,NO,0,0,0
-0.4,95.6,-95.7,4870.3,4923.4,5028.6,LLLG,5,5,1
-0.1,95.3,-94.9,4735.0,5002.2,5048.7,LLLG,5,5,1
3.0,474.8,-479.5,3790.8,4460.2,3739.2,LLL,4,4,1
-3.8,9565.4,-9593.4,2436.2,472.9,492.8,LG,1,1,0
-2.0,9485.0,-9602.1,2672.7,521.4,532.8,LG,1,1,0
3.2,9537.0,-9474.4,2536.9,521.1,496.0,LG,1,1,0
-81.3,9516.5,-9583.0,517.4,494.3,525.8,NO,0,0,0
-7.5,2856.4,-9566.0,2029.1,1918.2,478.5,LL,2,2,0
17.6,9560.5,-9592.5,488.0,523.1,557.8,NO,0,0,0
1.8,477.4,-480.2,4020.5,4077.7,3981.5,LLL,4,4,1
1.1,956.0,-9467.9,3092.9,2562.8,485.1,LLG,3,3,0
0.6,480.0,-474.9,3859.1,4141.3,3982.8,LLL,4,4,1
0.1,95.7,-96.6,4897.7,4803.9,5236.1,LLLG,5,5,1
0.2,475.7,-476.5,4128.5,3794.0,4005.2,LLL,4,4,1
-0.2,95.7,-94.7,5230.4,5223.9,4675.2,LLLG,5,5,1
25.0,9525.1,-9459.4,477.1,518.6,470.7,NO,0,0,0
-27.8,9497.4,-9593.7,497.3,529.2,497.0,NO,0,0,0
4.5,478.4,-474.4,3837.4,3810.6,4096.5,LLL,4,4,1
52.3,9499.7,-9460.7,490.2,524.4,487.9,NO,0,0,0
-41.0,9481.6,-9499.5,483.3,482.3,514.8,NO,0,0,0
8.6,953.3,-9558.6,2741.7,2408.5,498.5,LLG,3,3,0
1.9,9424.7,-9489.9,2507.0,494.3,468.4,LG,1,1,0
-0.1,479.3,-475.5,4277.4,3960.6,3677.9,LLL,4,4,1
1.1,957.4,-9578.9,3250.7,2433.2,457.7,LLG,3,3,0
2.1,474.9,-479.9,3896.1,3976.4,4044.3,LLL,4,4,1
-0.9,95.1,-96.6,4763.5,5009.7,5103.8,LLLG,5,5,1
-10.4,2868.5,-9583.3,1994.4,1963.0,487.4,LL,2,2,0
9.7,2859.6,-9530.0,1926.5,1997.4,524.7,LL,2,2,0
-0.5,94.4,-95.4,5221.1,4885.7,5161.0,LLLG,5,5,1
22.4,9507.7,-9510.7,501.9,476.6,484.7,NO,0,0,0
-1.7,479.7,-476.1,3856.4,3726.6,4140.0,LLL,4,4,1
-0.5,474.0,-474.4,3944.8,3678.2,3545.9,LLL,4,4,1
-17.6,950.5,-9604.0,2866.5,2543.3,485.6,LLG,3,3,0
133.7,9556.6,-9449.5,501.1,424.7,507.6,NO,0,0,0
-0.2,95.2,-95.5,4923.5,4799.3,4392.1,LLLG,5,5,1
0.1,476.2,-479.8,4026.2,3509.9,3956.8,LLL,4,4,1
10.1,2831.1,-9491.8,2024.2,2018.3,481.2,LL,2,2,0
-0.3,95.1,-95.7,5319.5,4953.8,4915.7,LLLG,5,5,1
40.5,9485.6,-9522.9,476.4,531.5,508.9,NO,0,0,0
-0.7,94.3,-96.5,4676.7,4906.6,5574.9,LLLG,5,5,1
2.6,475.5,-478.4,4006.4,4006.8,4024.7,LLL,4,4,1
14.4,9488.6,-9521.6,483.7,500.2,499.4,NO,0,0,0
-19.8,2847.0,-9546.5,2069.7,2021.2,504.7,LL,2,2,0
-4.2,9469.2,-9561.3,486.5,491.4,478.6,NO,0,0,0
13.0,2863.3,-9516.0,1843.6,1859.6,490.5,LL,2,2,0
4.6,948.4,-9518.8,3079.4,2390.3,531.4,LLG,3,3,0
-1.6,477.0,-477.1,3849.4,4013.3,3987.3,LLL,4,4,1
2.6,950.3,-9552.2,2823.5,2380.2,466.9,LLG,3,3,0
1.7,479.2,-477.3,4033.4,3917.1,4078.4,LLL,4,4,1
7.5,9589.2,-9506.9,2421.9,514.7,504.0,LG,1,1,0
-14.7,2865.3,-9480.7,2057.9,2186.3,510.2,LL,2,2,0
-73.9,9593.6,-9460.9,493.8,499.6,496.1,NO,0,0,0
-33.5,2859.1,-9528.3,2037.3,1891.4,468.2,LL,2,2,0
-0.8,94.7,-95.6,4970.8,5105.0,4738.5,LLLG,5,5,1
9.7,9522.6,-9463.7,471.9,515.1,530.3,NO,0,0,0
-62.0,9554.3,-9583.2,535.1,490.3,506.5,NO,0,0,0
7.4,947.2,-9550.9,3105.6,2527.9,482.6,LLG,3,3,0
-22.4,2876.1,-9586.1,2109.5,2019.8,522.7,LL,2,2,0
-15.6,2860.2,-9586.8,2163.4,2078.1,496.1,LL,2,2,0
-1.0,9511.4,-9578.1,2598.0,503.8,515.0,LG,1,1,0
3.9,956.4,-9583.7,2889.7,2524.0,509.7,LLG,3,3,0
8.6,946.9,-9517.0,2884.8,2516.0,509.2,LLG,3,3,0
-32.8,9521.4,-9512.3,507.7,484.9,490.1,NO,0,0,0
-16.6,9517.9,-9457.4,506.8,500.1,488.2,NO,0,0,0
2.7,476.1,-480.9,3715.4,3820.2,3880.3,LLL,4,4,1
-15.3,9547.4,-9540.4,531.6,483.0,488.3,NO,0,0,0
28.0,9530.5,-9597.1,496.0,474.9,499.5,NO,0,0,0
-4.6,477.5,-477.5,3904.8,3887.6,4210.5,LLL,4,4,1
-4.3,943.4,-9544.1,2984.5,2608.5,517.1,LLG,3,3,0
-4.4,481.4,-475.3,4005.2,4166.3,3612.3,LLL,4,4,1
-1.0,475.4,-479.2,3842.4,4016.6,3907.0,LLL,4,4,1
-0.2,475.5,-478.7,3946.4,3767.8,4152.5,LLL,4,4,1
2.6,2872.1,-9647.0,1978.0,1962.7,483.0,LL,2,2,0
2.1,952.8,-9518.5,2985.5,2476.7,540.4,LLG,3,3,0
9.5,2867.1,-9504.4,1922.6,1951.0,509.7,LL,2,2,0
-0.2,95.4,-95.3,4893.3,5304.0,5025.4,LLLG,5,5,1
30.0,9537.5,-9523.2,504.7,463.5,536.7,NO,0,0,0
86.9,9538.8,-9475.5,500.7,475.1,531.0,NO,0,0,0
-2.4,474.7,-473.6,3827.5,3889.6,4027.2,LLL,4,4,1
53.7,9526.5,-9519.2,515.0,534.3,534.6,NO,0,0,0
-0.2,95.3,-94.5,5121.7,4929.4,5220.7,LLLG,5,5,1
2.9,474.0,-476.8,3913.0,4089.8,3852.8,LLL,4,4,1
0.0,95.8,-95.1,5417.0,4973.7,5382.5,LLLG,5,5,1
-16.0,2873.1,-9429.1,2048.4,1968.3,477.3,LL,2,2,0
4.1,2875.3,-9520.4,1980.9,2010.9,486.1,LL,2,2,0
1.4,957.0,-9535.5,2904.0,2404.8,532.7,LLG,3,3,0
-21.1,2858.9,-9524.9,2053.6,1983.2,552.5,LL,2,2,0
-27.9,9490.0,-9503.6,501.2,479.1,528.3,NO,0,0,0
-5.0,475.4,-476.6,4215.3,3956.5,3933.6,LLL,4,4,1
39.9,9565.4,-9598.0,511.8,496.4,488.2,NO,0,0,0
-3.8,2832.7,-9620.5,1995.4,1982.7,476.4,LL,2,2,0
16.4,9616.6,-9565.1,524.9,496.5,499.6,NO,0,0,0
-0.8,476.9,-471.3,3908.2,3980.2,4027.1,LLL,4,4,1
